Date ,Paddock,Transect ,Distance,Groundcover,Species 1,H1 ,Species 2,H2,Species 3,H3,,,,,,,
12/23/2016,2,6,39,L,Enteropogon acicularis ,0.05,Casurina pauper ,14,,,,,,,,,
12/23/2016,2,6,40,B,Casurina pauper ,14,,,,,,,,,,,
12/23/2016,2,6,41,L,,,,,,,,,,,,,
12/23/2016,2,6,42,B,,,,,,,,,,,,,
12/23/2016,2,6,43,B,,,,,,,,,,,,,
12/23/2016,2,6,44,C,,,,,,,,,,,,,
12/23/2016,2,6,45,C,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,6,46,L,,,,,,,,,,,,,
12/23/2016,2,6,47,B,,,,,,,,,,,,,
12/23/2016,2,6,48,L,Tripogon loliiformis,0.01,,,,,,,,,,,
12/23/2016,2,6,49,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,6,50,L,Cheilanthes sp.,0.01,Enteropogon acicularis ,0.05,,,,,,,,,
12/23/2016,2,7,1,L,,,,,,,,,,,,,
12/23/2016,2,7,2,L,,,,,,,,,,,,,
12/23/2016,2,7,3,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,7,4,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,5,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,7,6,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,7,L,Cheilanthes sp.,0.1,Enteropogon acicularis ,0.2,,,,,,,,,
12/23/2016,2,7,8,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,7,9,L,,,,,,,,,,,,,
12/23/2016,2,7,10,L,,,,,,,,,,,,,
12/23/2016,2,7,11,L,,,,,,,,,,,,,
12/23/2016,2,7,12,L,Enteropogon acicularis ,0.01,Enteropogon acicularis ,0.2,,,,,,,,,
12/23/2016,2,7,13,L,,,,,,,,,,,,,
12/23/2016,2,7,14,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,15,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,16,L,,,,,,,,,,,,,
12/23/2016,2,7,17,L,,,,,,,,,,,,,
12/23/2016,2,7,18,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,19,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,20,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,21,L,,,,,,,,,,,,,
12/23/2016,2,7,22,L,,,,,,,,,,,,,
12/23/2016,2,7,23,L,,,,,,,,,,,,,
12/23/2016,2,7,24,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,7,25,L,,,,,,,,,,,,,
12/23/2016,2,7,26,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,27,L,,,,,,,,,,,,,
12/23/2016,2,7,28,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,7,29,L,,,,,,,,,,,,,
12/23/2016,2,7,30,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,31,L,,,,,,,,,,,,,
12/23/2016,2,7,32,L,,,,,,,,,,,,,
12/23/2016,2,7,33,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,34,L,,,,,,,,,,,,,
12/23/2016,2,7,35,L,Enteropogon acicularis ,0.3,,,,,,,,,,,
12/23/2016,2,7,36,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,37,L,,,,,,,,,,,,,
12/23/2016,2,7,38,L,,,,,,,,,,,,,
12/23/2016,2,7,39,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,40,L,,,,,,,,,,,,,
12/23/2016,2,7,41,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,42,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,43,L,,,,,,,,,,,,,
12/23/2016,2,7,44,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,7,45,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,46,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,7,47,L,,,,,,,,,,,,,
12/23/2016,2,7,48,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,7,49,L,,,,,,,,,,,,,
12/23/2016,2,7,50,L,,,,,,,,,,,,,
12/23/2016,2,8,1,L,Juncus subsecundus,0.1,,,,,,,,,,,
12/23/2016,2,8,2,L,,,,,,,,,,,,,
12/23/2016,2,8,3,D,,,,,,,,,,,,,
12/23/2016,2,8,4,L,Juncus subsecundus,0.2,,,,,,,,,,,
12/23/2016,2,8,5,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,8,6,L,Paspalidium constrictum,0.1,,,,,,,,,,,
12/23/2016,2,8,7,L,,,,,,,,,,,,,
12/23/2016,2,8,8,L,Medicargo polymorpha,0.1,,,,,,,,,,,
12/23/2016,2,8,9,L,Juncus subsecundus,0.2,,,,,,,,,,,
12/23/2016,2,8,10,L,,,,,,,,,,,,,
12/23/2016,2,8,11,L,Juncus subsecundus,0.05,,,,,,,,,,,
12/23/2016,2,8,12,L,,,,,,,,,,,,,
12/23/2016,2,8,13,L,,,,,,,,,,,,,
12/23/2016,2,8,14,L,Medicargo polymorpha,0.05,,,,,,,,,,,
12/23/2016,2,8,15,L,Medicargo polymorpha,0.05,,,,,,,,,,,
12/23/2016,2,8,16,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,8,17,L,Medicargo polymorpha,0.05,Enteropogon acicularis ,0.1,,,,,,,,,
12/23/2016,2,8,18,L,,,,,,,,,,,,,
12/23/2016,2,8,19,L,,,,,,,,,,,,,
12/23/2016,2,8,20,L,,,,,,,,,,,,,
12/23/2016,2,8,21,L,,,,,,,,,,,,,
12/23/2016,2,8,22,L,,,,,,,,,,,,,
12/23/2016,2,8,23,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,8,24,L,Medicargo polymorpha,0.05,,,,,,,,,,,
12/23/2016,2,8,25,L,Medicargo polymorpha,0.05,,,,,,,,,,,
12/23/2016,2,8,26,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,8,27,L,Medicargo polymorpha,0.1,Enteropogon acicularis ,0.2,,,,,,,,,
12/23/2016,2,8,28,L,,,,,,,,,,,,,
12/23/2016,2,8,29,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,8,30,L,,,,,,,,,,,,,
12/23/2016,2,8,31,L,,,,,,,,,,,,,
12/23/2016,2,8,32,L,,,,,,,,,,,,,
12/23/2016,2,8,33,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,8,34,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,8,35,L,,,,,,,,,,,,,
12/23/2016,2,8,36,L,,,,,,,,,,,,,
12/23/2016,2,8,37,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,8,38,L,,,,,,,,,,,,,
12/23/2016,2,8,39,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/23/2016,2,8,40,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,8,41,L,,,,,,,,,,,,,
12/23/2016,2,8,42,L,Enteropogon acicularis ,0.2,Medicargo polymorpha,0.1,,,,,,,,,
12/23/2016,2,8,43,L,,,,,,,,,,,,,
12/23/2016,2,8,44,L,Medicargo polymorpha,0.05,,,,,,,,,,,
12/23/2016,2,8,45,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,8,46,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/23/2016,2,8,47,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/23/2016,2,8,48,L,,,,,,,,,,,,,
12/23/2016,2,8,49,L,,,,,,,,,,,,,
12/23/2016,2,8,50,L,Unknown herb,0.1,,,,,,,,,,,
12/21/2016,3,9,1,L,Eucalyptus sp.,10,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,9,2,L,Paspalidium constrictum,0.1,ISC,,,,,,,,,,
12/21/2016,3,9,3,L,ISC,,,,,,,,,,,,
12/21/2016,3,9,4,L,Eucalyptus sp.,10,Eucalyptus sp.,18,,,,,,,,,
12/21/2016,3,9,5,L,ISC,,,,,,,,,,,,
12/21/2016,3,9,6,L,Austrostipa bigeniculata,0.01,ISC,,,,,,,,,,
12/21/2016,3,9,7,L,ISC,,,,,,,,,,,,
12/21/2016,3,9,8,L,Austrostipa bigeniculata,0.3,,,,,,,,,,,
12/21/2016,3,9,9,L,Austrostipa bigeniculata,0.4,Austrostipa bigeniculata,1.5,Eucalyptus sp.,15,,,,,,,
12/21/2016,3,9,10,L,ISC,,,,,,,,,,,,
12/21/2016,3,9,11,L,Paspalidium constrictum,0.05,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,9,12,L,Austrostipa bigeniculata,0.3,Eucalyptus sp.,10,,,,,,,,,
12/21/2016,3,9,13,L,Austrostipa bigeniculata,0.5,Eucalyptus sp.,8,,,,,,,,,
12/21/2016,3,9,14,L,Einadia nutans,0.05,Austrostipa bigeniculata,0.5,Eucalyptus sp.,15,,,,,,,
12/21/2016,3,9,15,L,Austrostipa bigeniculata,0.6,Austrostipa bigeniculata,0.1,ISC,,,,,,,,
12/21/2016,3,9,16,L,Austrostipa bigeniculata,0.4,Austrostipa bigeniculata,0.6,ISC,,,,,,,,
12/21/2016,3,9,17,CWD,Eucalyptus sp.,14,,,,,,,,,,,
12/21/2016,3,9,18,L,Oxalis sp.,0.1,Austrostipa bigeniculata,0.2,ISC,,,,,,,,
12/21/2016,3,9,19,CWD,,,,,,,,,,,,,
12/21/2016,3,9,20,B,Eucalyptus sp.,13,,,,,,,,,,,
12/21/2016,3,9,21,CWD,ISC,,,,,,,,,,,,
12/21/2016,3,9,22,L,Enteropogon acicularis ,0.1,Austrostipa bigeniculata,0.3,Acaica sp. ,12,,,,,,,
12/21/2016,3,9,23,L,Austrostipa bigeniculata,0.5,Acacia sp.,8,,,,,,,,,
12/21/2016,3,9,24,L,Austrostipa bigeniculata,0.3,Acacia sp.,8,,,,,,,,,
12/21/2016,3,9,25,L,Austrostipa bigeniculata,0.1,Austrostipa bigeniculata,0.5,,,,,,,,,
12/21/2016,3,9,26,L,Austrostipa bigeniculata,0.6,,,,,,,,,,,
12/21/2016,3,9,27,L,Paspalidium constrictum,0.3,,,,,,,,,,,
12/21/2016,3,9,28,L,Austrostipa bigeniculata,0.3,,,,,,,,,,,
12/21/2016,3,9,29,L,Paspalidium constrictum,0.1,Acacia sp.,8,,,,,,,,,
12/21/2016,3,9,30,L,Chenopodium sp.,0.05,Rytidosperma caesitosum,0.05,Acaica sp. ,3,,,,,,,
12/21/2016,3,9,31,L,Sida sp.,0.01,Acacia sp.,8,,,,,,,,,
12/21/2016,3,9,32,L,Acacia sp.,10,,,,,,,,,,,
12/21/2016,3,9,33,L,Sclerolaena birchii,5,ISC,,,,,,,,,,
12/21/2016,3,9,34,L,Chenopodium sp.,0.05,,,,,,,,,,,
12/21/2016,3,9,35,L,Paspalidium constrictum,0.1,,,,,,,,,,,
12/21/2016,3,9,36,L,Paspalidium constrictum,0.3,,,,,,,,,,,
12/21/2016,3,9,37,L,Paspalidium constrictum,0.3,Austrostipa bigeniculata,0.3,ISC,,,,,,,,
12/21/2016,3,9,38,L,Austrostipa bigeniculata,0.4,ISC,,,,,,,,,,
12/21/2016,3,9,39,L,ISC,,,,,,,,,,,,
12/21/2016,3,9,40,L,Chenopodium sp.,0.1,ISC,,,,,,,,,,
12/21/2016,3,9,41,L,Paspalidium constrictum,0.05,Sclerolaena birchii,0.3,ISC,,,,,,,,
12/21/2016,3,9,42,L,Austrostipa bigeniculata,0.1,,,,,,,,,,,
12/21/2016,3,9,43,L,Chenopodium sp.,0.05,,,,,,,,,,,
12/21/2016,3,9,44,L,Paspalidium constrictum,0.1,Austrostipa bigeniculata,0.3,,,,,,,,,
12/21/2016,3,9,45,L,Austrostipa bigeniculata,0.05,Austrostipa bigeniculata,0.4,ISC,,,,,,,,
12/21/2016,3,9,46,L,ISC,,,,,,,,,,,,
12/21/2016,3,9,47,L,Austrostipa bigeniculata,0.05,ISC,,,,,,,,,,
12/21/2016,3,9,48,B,Eucalyptus sp.,15,,,,,,,,,,,
12/21/2016,3,9,49,L,Eucalyptus sp.,15,,,,,,,,,,,
12/21/2016,3,9,50,L,Eucalyptus sp.,15,,,,,,,,,,,
12/21/2016,3,10,1,L,Wahlenbergia sp. ,0.01,Calotis sp.,0.05,,,,,,,,,
12/21/2016,3,10,2,L,,,,,,,,,,,,,
12/21/2016,3,10,3,L,,,,,,,,,,,,,
12/21/2016,3,10,4,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,10,5,L,Sclerolaena birchii,0.2,,,,,,,,,,,
12/21/2016,3,10,6,L,Sporobolus sp.,0.4,,,,,,,,,,,
12/21/2016,3,10,7,L,Sclerolaena birchii,0.4,,,,,,,,,,,
12/21/2016,3,10,8,L,Sclerolaena birchii,0.3,,,,,,,,,,,
12/21/2016,3,10,9,B,,,,,,,,,,,,,
12/21/2016,3,10,10,B,Sclerolaena birchii,0.4,,,,,,,,,,,
12/21/2016,3,10,11,L,Sclerolaena birchii,0.01,,,,,,,,,,,
12/21/2016,3,10,12,L,Solanum sp.,0.05,,,,,,,,,,,
12/21/2016,3,10,13,B,,,,,,,,,,,,,
12/21/2016,3,10,14,B,,,,,,,,,,,,,
12/21/2016,3,10,15,L,,,,,,,,,,,,,
12/21/2016,3,10,16,L,Sida sp.,0.05,Sclerolaena birchii,0.3,,,,,,,,,
12/21/2016,3,10,17,L,ISC,,,,,,,,,,,,
12/21/2016,3,10,18,L,Einadia nutans ,0.1,Eucalyptus sp.,18,,,,,,,,,
12/21/2016,3,10,19,L,ISC,,,,,,,,,,,,
12/21/2016,3,10,20,L,Einadia nutans ,0.01,ISC,,,,,,,,,,
12/21/2016,3,10,21,L,Einadia nutans ,0.01,ISC,,,,,,,,,,
12/21/2016,3,10,22,L,Eucalyptus sp.,15,Eucalyptus sp.,20,,,,,,,,,
12/21/2016,3,10,23,L,Eucalyptus sp.,4,Eucalyptus sp.,18,,,,,,,,,
12/21/2016,3,10,24,L,Einadia nutans ,0.05,Eucalyptus sp.,5,Eucalyptus sp.,15,,,,,,,
12/21/2016,3,10,25,L,Eucalyptus sp.,6,Eucalyptus sp.,16,,,,,,,,,
12/21/2016,3,10,26,L,Eucalyptus sp.,15,,,,,,,,,,,
12/21/2016,3,10,27,L,Enteropogon acicularis ,0.2,Eucalyptus sp.,20,,,,,,,,,
12/21/2016,3,10,28,L,Eucalyptus sp.,14,,,,,,,,,,,
12/21/2016,3,10,29,L,Eucalyptus sp.,10,,,,,,,,,,,
12/21/2016,3,10,30,L,Eucalyptus sp.,15,Eucalyptus sp.,20,,,,,,,,,
12/21/2016,3,10,31,L,Sclerolaena birchii,0.2,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,10,32,L,Eucalyptus sp.,15,Eucalyptus sp.,25,,,,,,,,,
12/21/2016,3,10,33,L,Enteropogon acicularis ,0.1,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,10,34,L,Enteropogon acicularis ,0.2,ISC,,,,,,,,,,
12/21/2016,3,10,35,L,,,,,,,,,,,,,
12/21/2016,3,10,36,L,Sida sp.,0.1,,,,,,,,,,,
12/21/2016,3,10,37,L,Chenopodium sp.,0.1,,,,,,,,,,,
12/21/2016,3,10,38,L,Chenopodium sp.,0.1,ISC,,,,,,,,,,
12/21/2016,3,10,39,L,Eucalyptus sp.,15,,,,,,,,,,,
12/21/2016,3,10,40,L,ISC,,,,,,,,,,,,
12/21/2016,3,10,41,L,Eucalyptus sp.,15,,,,,,,,,,,
12/21/2016,3,10,42,L,Einadia nutans ,0.05,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,10,43,L,Paspalidium constrictum ,0.1,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,10,44,L,Dichondra sp.,0.01,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,10,45,L,Eucalyptus sp.,15,,,,,,,,,,,
12/21/2016,3,10,46,CWD,Eucalyptus sp.,12,Eucalyptus sp.,18,,,,,,,,,
12/21/2016,3,10,47,L,Eucalyptus sp.,4,Eucalyptus sp.,10,Eucalyptus sp.,15,,,,,,,
12/21/2016,3,10,48,L,Eucalyptus sp.,2,,,,,,,,,,,
12/21/2016,3,10,49,L,Eucalyptus sp.,4,,,,,,,,,,,
12/21/2016,3,10,50,B,Geijera parviflora ,10,Eucalyptus sp.,15,,,,,,,,,
12/21/2016,3,11,1,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,11,2,L,,,,,,,,,,,,,
12/21/2016,3,11,3,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,11,4,L,,,,,,,,,,,,,
12/21/2016,3,11,5,L,,,,,,,,,,,,,
12/21/2016,3,11,6,L,,,,,,,,,,,,,
12/21/2016,3,11,7,L,Echium plantagineum ,0.05,,,,,,,,,,,
12/21/2016,3,11,8,L,,,,,,,,,,,,,
12/21/2016,3,11,9,L,,,,,,,,,,,,,
12/21/2016,3,11,10,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,11,L,,,,,,,,,,,,,
12/21/2016,3,11,12,B,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,13,B,,,,,,,,,,,,,
12/21/2016,3,11,14,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,15,L,,,,,,,,,,,,,
12/21/2016,3,11,16,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,17,B,,,,,,,,,,,,,
12/21/2016,3,11,18,B,,,,,,,,,,,,,
12/21/2016,3,11,19,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,20,B,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,21,B,,,,,,,,,,,,,
12/21/2016,3,11,22,B,,,,,,,,,,,,,
12/21/2016,3,11,23,L,Sida sp.,0.01,,,,,,,,,,,
12/21/2016,3,11,24,B,,,,,,,,,,,,,
12/21/2016,3,11,25,B,,,,,,,,,,,,,
12/21/2016,3,11,26,L,,,,,,,,,,,,,
12/21/2016,3,11,27,B,,,,,,,,,,,,,
12/21/2016,3,11,28,L,,,,,,,,,,,,,
12/21/2016,3,11,29,B,,,,,,,,,,,,,
12/21/2016,3,11,30,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,31,B,,,,,,,,,,,,,
12/21/2016,3,11,32,B,,,,,,,,,,,,,
12/21/2016,3,11,33,B,,,,,,,,,,,,,
12/21/2016,3,11,34,B,,,,,,,,,,,,,
12/21/2016,3,11,35,B,,,,,,,,,,,,,
12/21/2016,3,11,36,B,Unknown herb,0.05,,,,,,,,,,,
12/21/2016,3,11,37,B,,,,,,,,,,,,,
12/21/2016,3,11,38,B,,,,,,,,,,,,,
12/21/2016,3,11,39,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,11,40,L,,,,,,,,,,,,,
12/21/2016,3,11,41,L,,,,,,,,,,,,,
12/21/2016,3,11,42,L,Unknown herb,0.1,,,,,,,,,,,
12/21/2016,3,11,43,L,,,,,,,,,,,,,
12/21/2016,3,11,44,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,45,L,,,,,,,,,,,,,
12/21/2016,3,11,46,L,ISC,,,,,,,,,,,,
12/21/2016,3,11,47,L,,,,,,,,,,,,,
12/21/2016,3,11,48,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,11,49,L,,,,,,,,,,,,,
12/21/2016,3,11,50,L,,,,,,,,,,,,,
12/21/2016,3,12,1,L,Rytidosperma caesitosum,0.3,,,,,,,,,,,
12/21/2016,3,12,2,L,,,,,,,,,,,,,
12/21/2016,3,12,3,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,12,4,B,,,,,,,,,,,,,
12/21/2016,3,12,5,B,,,,,,,,,,,,,
12/21/2016,3,12,6,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,12,7,B,,,,,,,,,,,,,
12/21/2016,3,12,8,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/21/2016,3,12,9,B,,,,,,,,,,,,,
12/21/2016,3,12,10,B,,,,,,,,,,,,,
12/21/2016,3,12,11,B,,,,,,,,,,,,,
12/21/2016,3,12,12,L,,,,,,,,,,,,,
12/21/2016,3,12,13,L,Oxalis ,0.1,,,,,,,,,,,
12/21/2016,3,12,14,L,,,,,,,,,,,,,
12/21/2016,3,12,15,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,12,16,L,Enteropogon acicularis ,0.3,,,,,,,,,,,
12/21/2016,3,12,17,L,,,,,,,,,,,,,
12/21/2016,3,12,18,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/21/2016,3,12,19,L,,,,,,,,,,,,,
12/21/2016,3,12,20,L,,,,,,,,,,,,,
12/21/2016,3,12,21,L,Sida sp.,0.01,,,,,,,,,,,
12/21/2016,3,12,22,B,,,,,,,,,,,,,
12/21/2016,3,12,23,B,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,12,24,L,,,,,,,,,,,,,
12/21/2016,3,12,25,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,12,26,L,,,,,,,,,,,,,
12/21/2016,3,12,27,B,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/21/2016,3,12,28,L,,,,,,,,,,,,,
12/21/2016,3,12,29,B,Enteropogon acicularis ,0.2,Rytidosperma caesitosum,0.05,,,,,,,,,
12/21/2016,3,12,30,B,Enteropogon acicularis ,0.3,,,,,,,,,,,
12/21/2016,3,12,31,L,,,,,,,,,,,,,
12/21/2016,3,12,32,B,,,,,,,,,,,,,
12/21/2016,3,12,33,L,,,,,,,,,,,,,
12/21/2016,3,12,34,L,,,,,,,,,,,,,
12/21/2016,3,12,35,L,Enteropogon acicularis ,0.1,,,,,,,,,,,
12/21/2016,3,12,36,B,,,,,,,,,,,,,
12/21/2016,3,12,37,B,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/21/2016,3,12,38,B,Enteropogon acicularis ,0.3,,,,,,,,,,,
12/21/2016,3,12,39,L,,,,,,,,,,,,,
12/21/2016,3,12,40,B,,,,,,,,,,,,,
12/21/2016,3,12,41,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/21/2016,3,12,42,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
12/21/2016,3,12,43,L,Cyperacea,0.4,,,,,,,,,,,
12/21/2016,3,12,44,L,,,,,,,,,,,,,
12/21/2016,3,12,45,L,,,,,,,,,,,,,
12/21/2016,3,12,46,L,Enteropogon acicularis ,0.2,,,,,,,,,,,
12/21/2016,3,12,47,B,,,,,,,,,,,,,
12/21/2016,3,12,48,L,,,,,,,,,,,,,
12/21/2016,3,12,49,L,Cyperacea,0.2,,,,,,,,,,,
12/21/2016,3,12,50,L,Enteropogon acicularis ,0.05,,,,,,,,,,,
